_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
sparrgu01,2-Nov-32,"Pontiac, Michigan",0.9,35.8,,60.8,150,11,7.8,4.9,0.1,,University of Detroit Mercy,19th overall,3rd round,New York Knicks,1955,6-Jun,"Pontiac in Pontiac, Michigan",Guy Sparrow,Power Forward and Small Forward,Right,218lb
stephja01,18-May-33,,2.9,38.6,,69.2,72,13.3,10.3,5.2,4.8,,University of Notre Dame,7th overall,2nd round,St. Louis Hawks,1955,3-Jun,"Mount Carmel in Chicago, Illinois",Jack Stephens,Shooting Guard,Right,185lb
stokema01,17-Jun-33,"Pittsburgh, Pennsylvania",5.3,35.1,,69.8,202,20.8,16.4,17.3,16.1,,Saint Francis University,2nd overall,1st round,Rochester Royals,1955,7-Jun,"Westinghouse in Pittsburgh, Pennsylvania",Maurice Stokes,Power Forward and Center,Right,232lb
twymaja01,11-May-34,"Pittsburgh, Pennsylvania",2.3,45,,77.8,823,17.8,19.2,6.6,75,,University of Cincinnati,8th overall,2nd round,Rochester Royals,1955,6-Jun,"Central Catholic in Pittsburgh, Pennsylvania",Jack Twyman,Shooting Guard and Small Forward,Right,210lb
greensi01,20-Aug-33,"New York, New York",3.3,38.7,,67.6,504,9.1,9.2,4.3,10,,Duquesne University,1st overall,1st round,Rochester Royals,1956,2-Jun,"Boys in Brooklyn, New York",Si Green,Shooting Guard and Point Guard,Right,185lb
holupjo01,26-Feb-34,,1,34.2,,78.1,192,11.3,7,4.4,4.2,,George Washington University,5th overall,1st round,Syracuse Nationals,1956,6-Jun,"Swoyersville in Swoyersville, Pennsylvania",Joe Holup,Small Forward,Right,215lb
learha01,31-Jan-35,"Philadelphia, Pennsylvania",0.3,33.3,,-,3,1,1.3,0.3,0,,Temple University,7th overall,1st round,Philadelphia Warriors,1956,Jun-00,"Overbrook in Philadelphia, Pennsylvania",Hal Lear,Guard,Left,163lb
russebi01,12-Feb-34,"Monroe, Louisiana",4.3,44,,56.1,963,18.9,15.1,22.5,163.5,,University of San Francisco,2nd overall,1st round,St. Louis Hawks,1956,10-Jun,"McClymonds in Oakland, California",Bill Russell,Center,Left,215lb
shavlro01,4-Dec-33,"Denver, Colorado",0,17.4,,40,8,-1.1,1.3,2.9,-0.3,,North Carolina State University,4th overall,1st round,New York Knicks,1956,8-Jun,"East in Denver, Colorado",Ron Shavlik,Forward,Right,200lb
sobiero01,21-Sep-34,"Chicago, Illinois",1.8,37.9,,80.8,192,14.1,8.4,4.1,7.2,,DePaul University,6th overall,1st round,Fort Wayne Pistons,1956,3-Jun,"Saint Bonaventure Academy in Sturtevant, Wisconsin",Ron Sobie,Shooting Guard and Point Guard,Right,185lb
bolstdo01,29-Oct-31,,0,40,,-,3,2.2,1.3,0,0,,University of Minnesota,57th overall,8th round,Detroit Pistons,1957,4-Jun,"Grand Rapids in Grand Rapids, Minnesota",Doug Bolstorff,Guard,Right,195lb
bonsage01,1-Jul-35,"Chicago, Illinois",0,25,,-,3,0.1,1.3,0.7,-0.1,,University of Illinois at Urbana-Champaign,7th overall,1st round,Syracuse Nationals,1957,8-Jun,"Loyola Academy in Wilmette, Illinois",George Bon Salle,Power Forward,Right,220lb
brownge01,30-Oct-35,,0,0,,50,1,-7.2,1,1,0,,Wayne State University,27th overall,4th round,Minneapolis Lakers,1957,6-Jun,"Cass Technical in Detroit, Michigan",George Brown,Forward,Right,190lb
duckedi01,25-Mar-33,,1.4,34.2,,88.9,34,8,3.9,1.6,0.2,,St. John's University,9th overall,2nd round,Cincinnati Royals,1957,1-Jun,"Saint Francis Preparatory School in Brooklyn, New York",Dick Duckett,Point Guard,Right,185lb
ebbenbi01,7-Oct-35,,0.5,21.4,,75,8,1.1,1.9,1,-0.2,,University of Detroit Mercy,18th overall,3rd round,Detroit Pistons,1957,4-Jun,"Fenwick in Oak Park, Illinois",Bill Ebben,Guard,Right,190lb
frienla01,14-Apr-35,"Chicago, Illinois",1.1,32.7,,65.9,44,7.7,4,2.4,-0.4,,University of California,13th overall,2nd round,New York Knicks,1957,4-Jun,"Fairfax in Los Angeles, California",Larry Friend,Shooting Guard,Right,185lb
hamilst01,30-Nov-34,"Columbia, Kentucky",0.5,37.2,,69.7,82,9.3,4.5,3.4,0.9,,Morehead State University,67th overall,9th round,Philadelphia Warriors,1957,6-Jun,"Charlestown in Charlestown, Indiana",Steve Hamilton,Small Forward,Left,190lb
hundlho01,26-Oct-34,"Charleston, West Virginia",3.4,34.7,,72.1,431,11.7,8.4,3.3,4.3,,West Virginia University,1st overall,1st round,Cincinnati Royals,1957,4-Jun,"Charleston in Charleston, West Virginia",Hot Rod Hundley,Shooting Guard and Point Guard,Right,185lb
kingma01,12-Mar-35,"Kansas City, Kansas",3.8,39.8,,80,38,8.5,5.9,2.8,0,,University of Kansas,48th overall,6th round,Boston Celtics,1957,2-Jun,"R.T. Coles in Kansas City, Kansas",Maurice King,Point Guard,Right,195lb
krebsji01,8-Sep-35,"Webster Groves, Missouri",0.8,40.5,,75.5,515,11.5,8,6.2,12.4,,Southern Methodist University,3rd overall,1st round,Minneapolis Lakers,1957,8-Jun,"Webster Groves in Webster Groves, Missouri",Jim Krebs,Center,Right,230lb
mccanbr01,5-Jul-35,"Brooklyn, New York",1.6,20.4,,70,41,6.4,1.8,1.2,-0.6,,St. Bonaventure University,5th overall,1st round,New York Knicks,1957,2-Jun,"Manual Training in Brooklyn, New York",Brendan McCann,Point Guard,Right,178lb
palmeji01,8-Jun-33,"Keokee, Virginia",0.8,41.3,,70.3,196,12.2,8.1,5.3,4.5,,University of Dayton,12th overall,2nd round,St. Louis Hawks,1957,8-Jun,,Jim Palmer,Center,Right,224lb
paulsje01,21-Jul-35,,0.7,34.8,,66.7,6,7.9,3.3,1.7,0,,Manhattan College,17th overall,3rd round,Cincinnati Royals,1957,2-Jun,"Columbus in New York, New York",Jerry Paulson,Guard,Right,185lb
radzira01,1-Mar-35,,1,0,,-,1,-8.9,0,2,-0.1,,Saint Joseph's University,30th overall,4th round,Philadelphia Warriors,1957,5-Jun,,Ray Radziszewski,Forward,Right,210lb
rosenle01,22-Jan-33,"New York, New York",0.4,32.7,,65.5,82,12.4,4.2,1.8,-0.7,,University of North Carolina,6th overall,1st round,Philadelphia Warriors,1957,4-Jun,"Staunton Military Academy in Staunton, Virginia",Lennie Rosenbluth,Small Forward,Right,190lb
sauldwo01,11-Jul-34,"Winnsboro, Louisiana",1.1,34.8,,61,462,7.7,10.7,7.8,-7.9,,Texas Southern University,60th overall,8th round,Philadelphia Warriors,1957,7-Jun,"Compton Union in Los Angeles, California",Woody Sauldsberry,Center and Power Forward,Right,220lb
tyrach01,16-Aug-35,"Louisville, Kentucky",0.9,38.7,,67.2,348,11.9,8.9,7.4,5,,University of Louisville,2nd overall,1st round,Detroit Pistons,1957,8-Jun,"Atherton in Louisville, Kentucky",Charlie Tyra,Center and Power Forward,Right,230lb
wilfowi01,18-Mar-33,,2.1,36.1,,74.4,268,10.8,6.8,3.4,2.7,,University of Memphis,4th overall,1st round,St. Louis Hawks,1957,2-Jun,"Puxico in Puxico, Missouri",Win Wilfong,Point Guard,Right,185lb
bockhbu01,8-Jul-33,"Campbell Hill, Illinois",3.5,40.3,,74.8,474,10.4,11.5,4.7,7.9,,University of Dayton,17th overall,3rd round,Cincinnati Royals,1958,4-Jun,"Trico Consolidated in Campbell Hill, Illinois",Bucky Bockhorn,Shooting Guard,Right,200lb
brennpe01,23-Sep-36,"Brooklyn, New York",0.4,30.2,,56,16,7.2,2.5,1.9,-0.1,,University of North Carolina,4th overall,1st round,New York Knicks,1958,6-Jun,"Saint Augustine in Brooklyn, New York",Pete Brennan,Forward,Right,205lb
buckhjo01,1-Aug-37,,0.7,45.1,,62.7,65,14.2,5.8,4.1,1.2,,Tennessee State University,81st overall,12th round,St. Louis Hawks,1958,7-Jun,"Tilden in Chicago, Illinois",Joe Buckhalter,Power Forward,Right,210lb
cableba01,29-Jul-35,,1.1,42,,66.5,362,10.6,6.6,5.2,6.5,,Bradley University,10th overall,2nd round,Detroit Pistons,1958,7-Jun,"Rochester in Rochester, Pennsylvania",Barney Cable,Power Forward and Small Forward,Right,175lb
coxjo01,1-Nov-36,"Neon, Kentucky",1.9,42.1,,70.4,73,10.3,7.8,3.8,0.5,,University of Kentucky,27th overall,4th round,New York Knicks,1958,4-Jun,"Hazard in Hazard, Kentucky",Johnny Cox,Shooting Guard,Right,180lb
deesar01,22-Feb-36,"Ethel, Mississippi",0.7,40.2,,79.4,190,13.7,8.1,4.8,4.8,,Indiana University,2nd overall,1st round,Cincinnati Royals,1958,8-Jun,"Mount Carmel in Mount Carmel, Illinois",Archie Dees,Power Forward and Center,Right,205lb
dierkco01,2-Oct-36,"Brooklyn, New York",1.5,41.7,,69.7,706,13.4,10,6.7,13.3,,University of Cincinnati,5th overall,1st round,Syracuse Nationals,1958,9-Jun,"Central in Valley Stream, New York",Connie Dierking,Center,Right,222lb
ellisbo01,11-Feb-36,,0.7,40.2,,69.5,118,12.8,5.1,5.2,3.1,,Niagara University,16th overall,3rd round,Minneapolis Lakers,1958,5-Jun,"Hamilton in Hamilton, Ohio",Boo Ellis,Power Forward,Right,185lb
embrywa01,26-Mar-37,"Springfield, Ohio",1.4,44,,64,831,15.1,12.5,9.1,37.8,,Miami University,22nd overall,3rd round,St. Louis Hawks,1958,8-Jun,"Tecumseh in New Carlisle, Ohio",Wayne Embry,Center,Right,240lb
farmemi01,26-Sep-36,"Oklahoma City, Oklahoma",1.3,39.3,,81.4,423,9.9,6.7,4.6,6.3,,University of San Francisco,3rd overall,1st round,New York Knicks,1958,7-Jun,"Richmond in Richmond, California",Mike Farmer,Small Forward,Right,210lb
gambeda01,16-Apr-37,"Portland, Oregon",1,42,,82.2,750,14.5,10.6,5.2,35.1,,Oregon State University,6th overall,1st round,St. Louis Hawks,1958,6-Jun,"Corvallis in Corvallis, Oregon",Dave Gambee,Small Forward and Power Forward,Right,215lb
greerha01,26-Jun-36,"Huntington, West Virginia",4,45.2,,80.1,1122,15.7,19.2,5,102.7,,Marshall University,13th overall,2nd round,Syracuse Nationals,1958,2-Jun,"Douglass in Huntington, West Virginia",Hal Greer,Point Guard and Shooting Guard,Right,175lb
hattove01,13-Jan-36,"Owingsville, Kentucky",1.4,34.4,,73.5,225,6.2,5.5,2.4,0.3,,University of Kentucky,9th overall,2nd round,Cincinnati Royals,1958,3-Jun,"Lafayette in Lexington, Kentucky",Vern Hatton,Point Guard and Shooting Guard,Right,195lb
kearnto01,6-Oct-36,"New York, New York",0,100,,-,1,8.8,2,0,0,,University of North Carolina,29th overall,4th round,Syracuse Nationals,1958,11-May,"Saint Ann's Academy in New York, New York",Tommy Kearns,Guard,Right,185lb
mcmilsh01,11-Mar-36,,0.9,43.4,,63.4,263,13.8,9.1,6,8.1,,Bradley University,42nd overall,6th round,Detroit Pistons,1958,5-Jun,"DuSable in Chicago, Illinois",Shellie McMillon,Small Forward and Power Forward,Right,205lb
ohldo01,18-Apr-36,"Murphysboro, Illinois",3.1,43.4,,73.2,727,13.2,15.9,3,30.2,,University of Illinois at Urbana-Champaign,36th overall,5th round,Philadelphia Warriors,1958,3-Jun,"Edwardsville in Edwardsville, Illinois",Don Ohl,Point Guard and Shooting Guard,Right,190lb
parrja01,13-Mar-36,"Louisville, Kentucky",0.8,35.5,,60.3,66,7.9,4,4.2,-0.3,,Kansas State University,70th overall,10th round,Cincinnati Royals,1958,9-Jun,"St. Christopher's School in Richmond, Virginia",Jack Parr,Center,Right,220lb
reedhu01,4-Oct-36,"Harrah, Oklahoma",0.8,43.6,,72.4,479,10.5,5.5,5.1,9.3,,Oklahoma City University,14th overall,2nd round,St. Louis Hawks,1958,9-Jun,"Capitol Hill in Oklahoma City, Oklahoma",Hub Reed,Center and Power Forward,Right,215lb
smithad01,5-Oct-36,"Farmington, Kentucky",2.3,43,18.2,83.8,772,12.2,11.3,2.1,33.2,43,University of Kentucky,85th overall,15th round,Cincinnati Royals,1958,1-Jun,"Farmington in Farmington, Kentucky",Adrian Smith,Shooting Guard,Right,180lb
stavela01,11-Oct-36,,0.9,46.5,,78.5,265,13.3,4.7,3.8,6.9,,Thomas More College,64th overall,9th round,Cincinnati Royals,1958,7-Jun,"Newport Catholic in Newport, Kentucky",Larry Staverman,Power Forward,Right,205lb
stevewa01,19-Jun-36,,0.5,15.8,,70,8,6.1,1.6,2,-0.2,,University of Cincinnati,49th overall,7th round,Cincinnati Royals,1958,3-Jun,"Chillicothe in Chillicothe, Ohio",Wayne Stevens,Forward,Right,185lb
swainbe01,16-Dec-33,,0.5,40.6,,60.9,58,12.3,4.6,4.5,1.9,,Texas Southern University,7th overall,1st round,Boston Celtics,1958,8-Jun,"Westside in Talladega, Alabama",Bennie Swain,Power Forward,Right,220lb
alcorga01,8-Oct-36,,0.3,29.3,,59.8,78,6.5,3.3,4.2,-1.3,,"California State University, Fresno",16th overall,3rd round,Detroit Pistons,1959,9-Jun,,Gary Alcorn,Center,Right,225lb
anderbo01,24-Aug-37,"Monroe, Wisconsin",0.9,38.5,,54.8,33,9.3,4,2.1,0,,Michigan State University,20th overall,3rd round,New York Knicks,1959,3-Jun,"Monroe in Monroe, Wisconsin",Bob Anderegg,Small Forward,Right,200lb
barnedi01,2-Oct-36,"Gary, Indiana",2.8,45.6,,76.1,971,14.7,15.8,2.9,68.7,,Tennessee State University,4th overall,1st round,Syracuse Nationals,1959,4-Jun,"Roosevelt in Gary, Indiana",Dick Barnett,Shooting Guard,Left,190lb
barnhjo01,20-Mar-38,"Sturgis, Kentucky",2.9,40.6,23.6,65.8,589,10.7,8.6,2.5,12.7,41.6,Tennessee State University,77th overall,11th round,St. Louis Hawks,1959,1-Jun,"Lincoln in Evansville, Indiana",John Barnhill,Shooting Guard and Point Guard,Right,180lb
boozebo01,26-Apr-37,"Omaha, Nebraska",1.4,46.2,,76.1,874,16.1,14.8,8.1,64.2,,Kansas State University,1st overall,1st round,Cincinnati Royals,1959,8-Jun,"Omaha Technical in Omaha, Nebraska",Bob Boozer,Small Forward and Power Forward,Right,215lb
greenjo01,8-Dec-33,"Dayton, Ohio",1.4,49.3,,55.3,1057,17.1,11.6,8.6,58,,Michigan State University,5th overall,1st round,New York Knicks,1959,5-Jun,"Paul Laurence Dunbar in Dayton, Ohio",Johnny Green,Power Forward,Left,200lb
guarige01,13-Sep-37,"Duryea, Pennsylvania",0.3,37.6,,61.1,129,9,3.2,2.3,1.2,,George Washington University,14th overall,2nd round,Boston Celtics,1959,5-Jun,"Holy Rosary in Duryea, Pennsylvania",Gene Guarilia,Small Forward,Right,220lb
gunthda01,22-Jul-37,,3,50,,-,1,31.6,2,3,0,,University of Iowa,56th overall,8th round,Philadelphia Warriors,1959,7-Jun,"Lemars in Lemars, Iowa",Dave Gunther,Forward,Right,190lb
hawkito01,22-Dec-36,"Chicago, Illinois",1.1,44.7,,57,764,10.7,8.7,6,24.1,,University of Notre Dame,3rd overall,1st round,Minneapolis Lakers,1959,5-Jun,"Parker in Chicago, Illinois",Tom Hawkins,Power Forward and Small Forward,Right,210lb
howelba01,20-Jan-37,"Middleton, Tennessee",2,48,,76.2,950,19.1,18.7,9.9,114.8,,Mississippi State University,2nd overall,1st round,Detroit Pistons,1959,7-Jun,"Middleton in Middleton, Tennessee",Bailey Howell,Power Forward and Small Forward,Right,210lb
larusru01,11-Nov-37,"Brooklyn, New York",2.1,43.1,,76.7,736,15.4,15.6,9.4,61.4,,Dartmouth College,10th overall,2nd round,Minneapolis Lakers,1959,7-Jun,"James Madison in Brooklyn, New York",Rudy LaRusso,Power Forward and Small Forward,Right,220lb
leege01,23-Nov-36,,0.9,37.9,,73.4,297,12.1,7.5,4.2,6.6,,University of Michigan,24th overall,4th round,Detroit Pistons,1959,4-Jun,"Highland Park in Highland Park, Michigan",George Lee,Shooting Guard and Small Forward,Right,200lb
mantini01,7-Dec-35,"East Chicago, Indiana",1.8,36.7,,54.9,52,7.3,4.5,1.8,-0.8,,Northwestern University,37th overall,5th round,St. Louis Hawks,1959,3-Jun,"Washington in East Chicago, Indiana",Nick Mantis,Shooting Guard,Right,190lb
neumapa01,30-Jan-38,,3.2,44.2,,79.9,451,13.8,11.1,2.9,28.3,,Stanford University,27th overall,4th round,Syracuse Nationals,1959,1-Jun,"Newport Harbor in Newport Harbor, California",Paul Neumann,Point Guard,Right,175lb
ramseca01,13-Jul-37,"Selma, Alabama",0.9,38.3,,56.8,13,12.1,7.9,5.6,0.1,,New York University,13th overall,2nd round,St. Louis Hawks,1959,4-Jun,"Commerce in New York, New York",Cal Ramsey,Small Forward,Right,200lb
richtjo01,12-Mar-37,,0.4,34,,50.4,66,8.1,4.3,4.7,0.4,,North Carolina State University,6th overall,1st round,Boston Celtics,1959,9-Jun,"Frankford in Philadelphia, Pennsylvania",John Richter,Center,Right,225lb
ruklijo01,3-Aug-38,"Princeton, Illinois",0.4,36.6,,61.3,114,9.3,3.5,2.5,0,,Northwestern University,9th overall,2nd round,Philadelphia Warriors,1959,9-Jun,"Princeton in Princeton, Illinois",Joe Ruklick,Power Forward,Right,220lb
smithbo01,20-Aug-37,,1.1,23.6,,68.8,13,6.7,2.8,2.5,-0.3,,West Virginia University,18th overall,3rd round,Minneapolis Lakers,1959,4-Jun,"Stonewall Jackson in Charleston, West Virginia",Bobby Smith,Guard,Right,190lb
tormobu01,12-May-37,"Holland, Indiana",0.9,41.1,,57.9,271,11.9,4.4,4.1,2.3,,University of Tennessee,11th overall,2nd round,Syracuse Nationals,1959,8-Jun,"Holland in Holland, Indiana",Gene Tormohlen,Center,Right,230lb
windito01,27-Jan-33,,3.6,26.7,,66.7,9,7.5,4,5.2,-0.2,,University of Wyoming,32nd overall,5th round,Detroit Pistons,1959,1-Jun,"Commerce in New York, New York",Tony Windis,Point Guard,Right,160lb
arnetja01,19-Dec-38,"Austin, Texas",1.2,36.5,,76,114,7.7,3.7,1,0.1,,University of Texas at Austin,9th overall,2nd round,Cincinnati Royals,1960,2-Jun,"McCallum in Austin, Texas",Jay Arnette,Point Guard and Shooting Guard,Right,175lb
attleal01,7-Nov-36,"Newark, New Jersey",3.5,45.1,,63.2,711,11.3,8.9,3.5,36.5,,North Carolina Agricultural and Technical State University,39th overall,5th round,Philadelphia Warriors,1960,Jun-00,"Weequahic in Newark, New Jersey",Al Attles,Point Guard,Right,175lb
buddda01,28-Oct-38,"Woodbury, New Jersey",1,46,,68.2,353,12.7,7.1,4.6,11.7,,Wake Forest University,10th overall,2nd round,New York Knicks,1960,6-Jun,"Woodbury in Woodbury, New Jersey",Dave Budd,Small Forward,Right,205lb
darroji01,25-Sep-37,"Akron, Ohio",1.2,20,,85.7,5,5.9,2.4,1.4,-0.1,,Bowling Green State University,38th overall,5th round,St. Louis Hawks,1960,10-May,"Akron South in Akron, Ohio",Jimmy Darrow,Guard,Right,170lb
davisra01,7-Sep-38,"Vanceburg, Kentucky",2.8,40.9,,67.7,150,9.3,8,1.7,0.4,,University of Cincinnati,17th overall,3rd round,Cincinnati Royals,1960,4-Jun,"Lewis County in Vanceburg, Kentucky",Ralph Davis,Shooting Guard,Right,180lb
imhofda01,11-Oct-38,"San Gabriel, California",1.8,45.8,,59.4,801,12.3,7.2,7.6,30.1,,University of California,3rd overall,1st round,New York Knicks,1960,10-Jun,"Alhambra in Alhambra, California",Darrall Imhoff,Center,Left,220lb
johnsro01,20-Jul-38,,0.1,30.2,,64.7,14,7.5,2.6,2.1,-0.1,,University of Minnesota,12th overall,2nd round,Detroit Pistons,1960,8-Jun,"New Prague in New Prague, Minnesota",Ron Johnson,Forward,Right,215lb
joneswi01,29-Jun-36,,2,39.3,,68.2,272,11.2,7.4,2.8,0.8,,Northwestern University,36th overall,5th round,Detroit Pistons,1960,3-Jun,,Willie Jones,Point Guard,Right,185lb
kennepi01,17-May-38,"Philadelphia, Pennsylvania",1.3,19,,66.7,7,3.8,1.7,1.1,-0.1,,Temple University,15th overall,2nd round,Philadelphia Warriors,1960,11-May,"Lincoln in Philadelphia, Pennsylvania",Pickles Kennedy,Guard,Right,180lb
lacoufr01,7-Feb-38,,1.9,42.1,,77.4,144,11.8,6.5,3.3,3.4,,University of San Francisco,22nd overall,3rd round,St. Louis Hawks,1960,5-Jun,"Saint Ignatius in San Francisco, California",Fred LaCour,Point Guard and Small Forward,Right,210lb
laresyo01,18-Jul-38,"New York, New York",1.6,37.3,,80.6,59,9.2,5.1,1.3,0.3,,University of North Carolina,46th overall,6th round,St. Louis Hawks,1960,4-Jun,"Saint Ann's Academy in New York, New York",York Larese,Shooting Guard,Right,183lb
mcneibo01,22-Oct-38,"Philadelphia, Pennsylvania",2.6,39.4,,81.9,125,10.5,4.6,1.4,1.9,,Saint Joseph's University,19th overall,3rd round,New York Knicks,1960,1-Jun,,Bob McNeill,Point Guard,Left,170lb
moedo01,21-Sep-38,"Brooklyn, New York",3.2,42.8,21.3,80,378,16.2,16.3,6.8,25.5,43,University of North Carolina,52nd overall,7th round,Detroit Pistons,1960,5-Jun,"The Bullis School in Potomac, Maryland",Doug Moe,Small Forward,Right,215lb
morelja01,11-Mar-38,"Minden, Louisiana",1.6,42,30,72.1,582,13,9.8,5.9,19.1,42,Louisiana Tech University,4th overall,1st round,Detroit Pistons,1960,7-Jun,"Minden in Minden, Louisiana",Jackie Moreland,Power Forward and Small Forward,Left,215lb
peterme01,23-Mar-38,"Thief River Falls, Minnesota",1.2,44.2,22.5,82,134,14.5,7.7,4.7,2.1,44.6,Wheaton College,78th overall,11th round,Detroit Pistons,1960,4-Jun,"Stephenson in Stephenson, Michigan",Mel Peterson,Shooting Guard and Small Forward,Right,185lb
radovfr01,3-Mar-38,,0.1,39.8,,50,37,9.8,2.4,1.4,0,,Indiana University,14th overall,2nd round,St. Louis Hawks,1960,8-Jun,"Hammond in Hammond, Indiana",Frank Radovich,Forward,Right,235lb
roberjo01,18-May-36,,0.6,38.1,33.3,63.7,218,9.6,5.8,4.9,2.4,38.1,Ohio State University,21st overall,3rd round,Syracuse Nationals,1960,6-Jun,"East in Columbus, Ohio",Joe Roberts,Power Forward and Small Forward,Right,214lb
roberos01,24-Nov-38,"Charlotte, Tennessee",9.5,48.5,,83.8,1040,23.2,25.7,7.5,189.2,,University of Cincinnati,1st overall,1st round,Cincinnati Royals,1960,5-Jun,"Crispus Attucks in Indianapolis, Indiana",Oscar Robertson,Point Guard,Right,205lb
sandeto01,8-Nov-38,"New York, New York",1.1,42.8,,76.7,916,11.9,9.6,6.3,56.5,,New York University,8th overall,1st round,Boston Celtics,1960,6-Jun,"Seward Park in New York, New York",Tom Sanders,Power Forward and Small Forward,Right,210lb
shaffle01,23-Feb-39,"Chicago, Illinois",1.2,42,,77.6,196,14.6,16.8,6.3,8.2,,University of North Carolina,5th overall,1st round,Syracuse Nationals,1960,7-Jun,"Baldwin in Baldwin, Pennsylvania",Lee Shaffer,Small Forward,Right,220lb
simsbo01,9-Oct-38,,2.3,39.2,-,57.2,67,9,7.7,2.7,0.4,39.2,Pepperdine University,54th overall,7th round,St. Louis Hawks,1960,5-Jun,"Jordan in Los Angeles, California",Bob Sims,Shooting Guard,Right,220lb
stithsa01,22-Jul-37,"Greenville County, Virginia",1.9,36.4,,60.5,32,7.9,4.4,1.6,-0.1,,St. Bonaventure University,56th overall,8th round,Cincinnati Royals,1960,2-Jun,"Saint Francis Preparatory School in Brooklyn, New York",Sam Stith,Shooting Guard,Right,185lb
